"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"9341",561.509194059885,-0.286837970435192,0.158504202339424,-1.80965530378149,0.0703492578817987,0.698749657542499
"6518",3.54634303641446,-1.51320234114246,0.813743323131742,-1.85955730526772,0.0629481845519286,0.698749657542499
"26232",64.2931163714528,-0.932343290022292,0.445734884922682,-2.09169917266856,0.0364654345746342,0.698749657542499
"7799",2464.40320619219,-0.353754578100319,0.179448068188298,-1.97134793186582,0.0486840923288133,0.698749657542499
"23352",11157.466226603,-0.216342675548196,0.145120253276341,-1.4907820973564,0.136018713504979,0.698749657542499
"3925",14087.5345365281,0.562508553092032,0.325592148735373,1.72764778044207,0.0840513909779355,0.698749657542499
"6195",6051.2399225318,0.26408102535102,0.159657175396523,1.6540504659133,0.0981172593297162,0.698749657542499
"8073",11949.3119553128,0.214277331443141,0.139883028778495,1.53183222664166,0.125563841309162,0.698749657542499
"728116",3.83750820715124,-2.3038438467091,0.85995627869834,-2.67902439202639,0.007383701489097,0.698749657542499
"339541",1252.64040040418,0.598739215588327,0.311592665811028,1.92154463594289,0.0546630807253296,0.698749657542499
"4774",85.3580605949867,-1.07205584629393,0.734631335952011,-1.45931134955556,0.144479433016192,0.698749657542499
"29929",683.378826253472,0.168759150575499,0.115373187113835,1.46272418052376,0.143542866856669,0.698749657542499
"56267",2321.54760099396,0.248759388961794,0.175575239892041,1.41682499830131,0.156534099028236,0.698749657542499
"23155",773.930065364037,0.197734798976809,0.084598072530558,2.3373440205199,0.019421303353747,0.698749657542499
"57535",777.1743262592,0.51329863193673,0.332567298481384,1.54344288894497,0.122723354295571,0.698749657542499
"9860",946.524842537513,-0.38764836219821,0.21512013569854,-1.80200872846902,0.0715440323004625,0.698749657542499
"51177",751.918899209665,-0.917141134259786,0.329513186988326,-2.78332148901913,0.0053805461938121,0.698749657542499
"79626",672.438857628055,-0.442180454910804,0.229898150530763,-1.9233754333819,0.0544329172908294,0.698749657542499
"100527963",790.236769349786,0.224899198046,0.145295386917164,1.54787569528425,0.121652227333659,0.698749657542499
"9826",182.577618499513,-0.416310693641131,0.233067230543601,-1.78622577129413,0.0740627099506887,0.698749657542499
"9191",1468.94398063141,-0.228177453666825,0.135430979153503,-1.68482466192761,0.092022405284678,0.698749657542499
"5768",1588.4942349885,0.313013576242005,0.179131556584338,1.7473949437526,0.0805688539474521,0.698749657542499
"722",1.57851015530994,-1.95418548676219,1.18771491177101,-1.64533211412518,0.0999013406712012,0.698749657542499
"3914",203.304393413129,0.725278927936337,0.442917572324297,1.63750316820869,0.101525377497273,0.698749657542499
"2058",14175.4594505676,0.37982314498654,0.179067436634426,2.12111789907378,0.03391188203605,0.698749657542499
"6726",10932.8904613182,0.278425308774373,0.171570446870137,1.62280459049637,0.104631184129859,0.698749657542499
"149371",1490.53199312831,-0.32201591370048,0.141516374691839,-2.27546751675692,0.022877899154335,0.698749657542499
"51742",3313.34845139282,-0.367479326243951,0.172588925040966,-2.12921730729087,0.0332362856293436,0.698749657542499
"2786",232.869497698066,1.04984860868334,0.449833850359758,2.33385861878495,0.0196031261802473,0.698749657542499
"79862",373.767970341128,-0.329423676576008,0.16008131013809,-2.05785220205806,0.0396043232205218,0.698749657542499
"4358",1657.02092172436,0.186731436328135,0.112934963733036,1.65344221271939,0.0982408977609884,0.698749657542499
"9577",2722.00199502876,0.480089929841974,0.306000223328571,1.5689201943048,0.116666535743561,0.698749657542499
"5495",2659.24591027889,-0.117504565483429,0.0827450402394107,-1.42007986392232,0.155584431726712,0.698749657542499
"2956",6649.12342353881,0.381151345573955,0.210850250996319,1.8076874168891,0.0706551640978776,0.698749657542499
"150684",2774.84919205885,0.366351499621205,0.18377981475261,1.9934262101328,0.046214796196539,0.698749657542499
"51057",237.45158724658,0.163232947421201,0.109688241715407,1.48815356020309,0.136710401200444,0.698749657542499
"7360",3771.07698425036,0.201480157220334,0.136874185326585,1.47200990997388,0.141018201501112,0.698749657542499
"26056",810.598803530804,0.526807185416519,0.370270519217402,1.42276297483789,0.154804877916815,0.698749657542499
"129303",131.139904402327,-0.637352132180227,0.410960066426054,-1.55088580192963,0.120929053511263,0.698749657542499
"55654",1882.36331842527,-0.370692124890301,0.182360718925172,-2.03274108083774,0.0420786885412338,0.698749657542499
"646915",1.82042772528511,1.78923454164978,1.00843856108302,1.77426232067942,0.0760197699991287,0.698749657542499
"375287",509.56647208224,-0.456137178393971,0.227026844399691,-2.00917728297769,0.044518335983991,0.698749657542499
"4780",3561.85726061036,-0.231935518727158,0.149750701800123,-1.54881089663759,0.121427185328479,0.698749657542499
"401024",13.9370906036273,-1.33982911170113,0.636467034193725,-2.1051037048579,0.0352822818214681,0.698749657542499
"659",1739.08765219325,-0.341812766698329,0.188141210996741,-1.81678838404123,0.0692495221303381,0.698749657542499
"79582",411.196415011081,0.365851373915603,0.137300980753437,2.66459403208921,0.00770813131818209,0.698749657542499
"102465256",36.0252098475479,-0.458903645489303,0.24355912338186,-1.88415707495309,0.0595437318668925,0.698749657542499
"84812",113.132645000534,-0.240700166451591,0.115027897048521,-2.09253731162328,0.0363904776747257,0.698749657542499
"7701",1577.53015237448,-0.143885011934104,0.0929809845580093,-1.54746707209082,0.12175065862403,0.698749657542499
"79065",2233.02625644499,0.222268966473461,0.152482247113866,1.45767111044397,0.144931218624614,0.698749657542499
"79083",3.04342734240138,-1.77157487971275,0.847766915053847,-2.08969570321133,0.0366451432389174,0.698749657542499
"4968",881.564951783235,0.241998123769924,0.151817350413905,1.59400834693898,0.110934165390761,0.698749657542499
"10474",3716.676493899,0.391438119952487,0.194510471533073,2.01242697561365,0.0441749472700832,0.698749657542499
"7476",43.7371885594252,-2.20138789746478,1.21535838584161,-1.81130761354837,0.0700932478073266,0.698749657542499
"152273",11.039744331341,-0.611549977068234,0.42508417436921,-1.43865618609708,0.150247958780401,0.698749657542499
"25930",1331.80353884638,-0.185859908530188,0.103445082836564,-1.79670123928301,0.0723830621227351,0.698749657542499
"51246",3053.5671975757,-0.265182533796948,0.18227361113637,-1.45485971416097,0.145708102648397,0.698749657542499
"7384",4697.54719049151,0.36052251262958,0.216838598861905,1.66263070561151,0.0963863807718095,0.698749657542499
"9807",1758.02305524057,-0.236270840050463,0.11567435565253,-2.04255159855992,0.0410968466280376,0.698749657542499
"7110",3418.59654783616,0.188130457638296,0.106249331024759,1.77065074973937,0.0766187971036916,0.698749657542499
"25945",361.326286485878,-0.543182751290856,0.291842986976085,-1.86121570683954,0.0627137211605117,0.698749657542499
"257068",224.337933088872,-0.370973628240056,0.255176794132794,-1.4537906140752,0.146004366483228,0.698749657542499
"79876",3122.17585180571,0.283951730920079,0.192537820211498,1.47478417802884,0.140270576269151,0.698749657542499
"7018",10.3713420781866,-0.674703096365957,0.439659444765295,-1.53460389489901,0.124881155358147,0.698749657542499
"55167",3302.10738336499,-0.251331250807728,0.162202697779013,-1.54948872151402,0.121264280677081,0.698749657542499
"286827",1564.17186066976,0.294795951336013,0.186421357186766,1.58134215834869,0.11379982509308,0.698749657542499
"8087",5851.11826175512,0.252005535323966,0.139490544813905,1.80661374331979,0.0708225251447867,0.698749657542499
"6434",9031.08524202943,0.195556603362447,0.135017104174933,1.44838392555862,0.14750970780301,0.698749657542499
"642280",22.9387778189426,-0.535018327967193,0.37663183189569,-1.42053401401124,0.155452273420774,0.698749657542499
"7884",3321.25757513849,0.326179816499177,0.213293908190514,1.52925050352508,0.126202354870568,0.698749657542499
"79644",920.564507252791,1.353013078527,0.457873143069547,2.95499550258944,0.00312673608888251,0.698749657542499
"950",338.262611728627,-0.650847715909922,0.37858501016372,-1.71915870527589,0.0855854777334966,0.698749657542499
"3184",18059.4890741406,0.287361277197814,0.187227649883493,1.53482286070798,0.124827345770074,0.698749657542499
"127",1.97135802640137,-2.1740057503338,1.09099060523425,-1.99268970777894,0.046295435094056,0.698749657542499
"201799",1110.85448928205,-0.278446739272882,0.176336965988165,-1.57906050902322,0.11432217866184,0.698749657542499
"5481",3321.35747776981,0.284419957330409,0.173213850552972,1.64201624998474,0.100586636466526,0.698749657542499
"3148",18944.4504474686,0.567948626736977,0.333073284814348,1.70517616582052,0.0881615737670421,0.698749657542499
"55602",1630.17016109386,-0.166007500945895,0.11645825844982,-1.42546782989568,0.154022012947676,0.698749657542499
"389289",129.066322763821,-0.43419543364826,0.255258730614638,-1.70100130406024,0.0889427423122225,0.698749657542499
"56477",532.663234859123,0.38840376145812,0.205929687602074,1.88609892036862,0.0592816257862329,0.698749657542499
"375444",539.511456754566,0.29496891719256,0.20742465731182,1.42205329402635,0.155010780163625,0.698749657542499
"84250",934.159862051007,0.323770393657276,0.172533970023786,1.8765602716534,0.0605783867399323,0.698749657542499
"153733",94.0268444241114,-0.458016463586983,0.309464683592764,-1.48002821604582,0.138865716790587,0.698749657542499
"501",205.497435135921,0.892417467464683,0.383083427468104,2.32956427628023,0.0198291921047658,0.698749657542499
"202052",906.04900697867,0.454225601971919,0.293737010882497,1.54636829934115,0.122015645608101,0.698749657542499
"6879",2857.74542943569,-0.477260564292572,0.191949064033615,-2.48639172425968,0.01290458320649,0.698749657542499
"114825",886.875772115915,-0.249706928427063,0.136266815058826,-1.83248524829222,0.0668791575660343,0.698749657542499
"4869",65773.6822274772,0.289590333493884,0.194908464727131,1.48577607390888,0.137338360766173,0.698749657542499
